dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Default of Credit Card Clients,5,,development EDA,latest_repayment_non_positive_status_rows,18506.0,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_non_positive_status_default_rate,0.13725278288122772,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_one_month_delay_rows,3000.0,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_one_month_delay_default_rate,0.3436666666666667,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_two_month_delay_rows,2138.0,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_two_month_delay_default_rate,0.6936389148737138,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_delay_of_three_months_or_more_rows,356.0,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,latest_repayment_delay_of_three_months_or_more_default_rate,0.7162921348314607,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,lr,outer-fold CV,pr_auc_mean,0.5453054235222575,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,lr,outer-fold CV,pr_auc_sd,0.01154300628085631,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,dt,outer-fold CV,pr_auc_mean,0.5105069765016429,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,dt,outer-fold CV,pr_auc_sd,0.012133478012336978,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
