dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Iranian Churn,12,rf,nested OOF development,threshold,0.5090332619760031,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,floor_attained,1.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,predicted_positive,357.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,precision,0.8879551820728291,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,recall,0.8005050505050505,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,tp,317.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,fp,40.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,tn,2084.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,fn,79.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,precision_at_050,0.8842975206611571,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,recall_at_050,0.8106060606060606,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,predicted_positive_at_050,363.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,selection_input_rows,2520.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,floor_value,0.8,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,threshold,0.5466474294662476,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,floor_attained,1.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,predicted_positive,355.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,precision,0.8929577464788733,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,recall,0.8005050505050505,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,tp,317.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,fp,38.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,tn,2086.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,fn,79.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,precision_at_050,0.8829787234042553,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,recall_at_050,0.8383838383838383,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,predicted_positive_at_050,376.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,xgb,nested OOF development,selection_input_rows,2520.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,pr_auc,0.7668851606336898,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,pr_auc_ci_low,0.7009257600596585,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,pr_auc_ci_high,0.8321270810453173,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,roc_auc,0.9243660712587266,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,calibration_slope,0.9967105219820477,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,precision,0.5714285714285714,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,recall,0.8080808080808081,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,lr,locked holdout test,threshold,0.2632735665445506,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,pr_auc,0.722539187737884,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,pr_auc_ci_low,0.6484235916658874,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
